"serial","orthography","klattese","frequency","stratum","density"
15350,"횡재","h@GzE",37,"sino",3
15351,"유기농","UginoG",37,"sino",0
15352,"유대감","UdEgam",37,"sino",1
15353,"전용관","z^nOGgWn",37,"sino",0
15354,"외교부","@gObu",37,"sino",1
15355,"미연","miVn",37,"sino",20
15356,"반신반의","bansinbanI",37,"sino",0
15357,"미물","mimul",37,"sino",7
15358,"밀월","milwl",37,"sino",1
15359,"배임","bEim",37,"sino",11
15360,"끙","QxG",37,"native",16
15361,"구부정","gubuz^G",37,"native",1
15362,"깐깐","QanQan",37,"native",0
15363,"고랑","golaG",37,"native",10
15364,"꼬챙이","QocEGi",37,"native",1
15365,"나나니","nanani",37,"native",0
15366,"너저분","n^z^bun",37,"native",0
15367,"시원스레","siwnsxlE",37,"native",0
15368,"쉬이","s&i",37,"native",13
15369,"우째","uZE",37,"native",7
15370,"이무기","imugi",37,"native",2
15371,"요순","Osun",37,"native",8
15372,"왼","@n",37,"native",30
15373,"아이다","aida",37,"native",3
15374,"조무래기","zomulEgi",37,"native",0
15375,"쳇","cEs",37,"native",13
15376,"함","ham",37,"native",45
15377,"흘끗","hxlQxs",37,"native",4
15378,"함바트라먼","hambatxlam^n",37,"native",0
15379,"로댕","lodEG",36,"foreign",0
15380,"마이애미","maiEmi",36,"foreign",0
15381,"모빌","mobil",36,"foreign",4
15382,"볼테르","boltElx",36,"foreign",0
15383,"브랜디","bxlEndi",36,"foreign",1
15384,"에어백","E^bEg",36,"foreign",0
15385,"컴백","k^mbEg",36,"foreign",0
15386,"컬렉션","k^llEgsVn",36,"foreign",0
15387,"캐비닛","kEbinis",36,"foreign",0
15388,"파스텔","pasxtEl",36,"foreign",0
15389,"마티스","matisx",36,"foreign",0
15390,"모리스","molisx",36,"foreign",1
15391,"슬롯머신","sxllosm^sin",36,"foreign",0
15392,"웨인","@in",36,"foreign",34
15393,"티슈","tisU",36,"foreign",1
15394,"브람스","bxlamsx",36,"foreign",0
15395,"샹들리에","sAGdxlliE",36,"foreign",0
15396,"개강","gEgaG",36,"sino",12
15397,"건설사","g^ns^lsa",36,"sino",0
15398,"검사장","g^msazaG",36,"sino",1
15399,"격침","gVgcim",36,"sino",1
15400,"견우","gVnu",36,"sino",8
15401,"경아","gVGa",36,"sino",15
15402,"감시단","gamsidan",36,"sino",1
15403,"계급장","gJgxbzaG",36,"sino",0
15404,"공공재","goGgoGzE",36,"sino",0
15405,"과학주의","gWhagzuI",36,"sino",0
15406,"광열","gWGVl",36,"sino",2
15407,"관찰력","gWncallVg",36,"sino",0
15408,"교배","gObE",36,"sino",10
15409,"광석","gWGs^g",36,"sino",4
15410,"구십","gusib",36,"sino",8
15411,"구례","gulJ",36,"sino",13
15412,"구인","guin",36,"sino",23
15413,"국회법","gugh@b^b",36,"sino",0
15414,"기념회","ginVmh@",36,"sino",0
15415,"기진","gizin",36,"sino",13
15416,"기상대","gisaGdE",36,"sino",1
15417,"김제","gimzE",36,"sino",8
15418,"내분비","nEbunbi",36,"sino",0
15419,"능란","nxGlan",36,"sino",0
15420,"동석","doGs^g",36,"sino",8
15421,"등재","dxGzE",36,"sino",4
15422,"명예욕","mVGJOg",36,"sino",0
15423,"모공","mogoG",36,"sino",9
15424,"문종","munzoG",36,"sino",6
15425,"미아","mia",36,"sino",21
15426,"반란군","banlangun",36,"sino",0
15427,"민족어","minzog^",36,"sino",1
15428,"배신자","bEsinza",36,"sino",0
15429,"법률안","b^blUlan",36,"sino",0
15430,"병약","bVGAg",36,"sino",3
15431,"부금","bugxm",36,"sino",8
15432,"보험법","boh^mb^b",36,"sino",1
15433,"사경","sagVG",36,"sino",20
15434,"빈민가","binminga",36,"sino",0
15435,"비문","bimun",36,"sino",10
15436,"사회사","sah@sa",36,"sino",3
15437,"상공업","saGgoG^b",36,"sino",1
15438,"사진부","sazinbu",36,"sino",0
15439,"상단","saGdan",36,"sino",15
15440,"생면부지","sEGmVnbuzi",36,"sino",0
15441,"산청","sanc^G",36,"sino",9
15442,"삼문","sammun",36,"sino",6
15443,"석고상","s^ggosaG",36,"sino",0
15444,"석곽","s^ggWg",36,"sino",2
15445,"설명서","s^lmVGs^",36,"sino",1
15446,"성채","s^GcE",36,"sino",18
15447,"선양","s^nAG",36,"sino",11
15448,"송년","soGnVn",36,"sino",4
15449,"속개","soggE",36,"sino",6
15450,"순금","sungxm",36,"sino",3
15451,"신문업","sinmun^b",36,"sino",0
15452,"신신당부","sinsindaGbu",36,"sino",0
15453,"식자","sigza",36,"sino",7
15454,"아녀자","anVza",36,"sino",1
15455,"아참","acam",36,"sino",8
15456,"애수","Esu",36,"sino",30
15457,"압구정","abguz^G",36,"sino",0
15458,"애완견","EWngVn",36,"sino",0
15459,"엄선","^ms^n",36,"sino",3
15460,"역하","Vgha",36,"sino",11
15461,"예술제","JsulzE",36,"sino",0
15462,"예서","Js^",36,"sino",13
15463,"와당","WdaG",36,"sino",6
15464,"외숙모","@sugmo",36,"sino",1
15465,"운구","ungu",36,"sino",10
15466,"유야무야","UAmuA",36,"sino",0
15467,"우체부","ucEbu",36,"sino",0
15468,"유휴","UhU",36,"sino",9
15469,"유정","Uz^G",36,"sino",14
15470,"이민자","iminza",36,"sino",2
15471,"자연식","zaVnsig",36,"sino",2
15472,"인격자","ingVgza",36,"sino",0
15473,"인원수","inwnsu",36,"sino",1
15474,"자궁암","zaguGam",36,"sino",0
15475,"입문서","ibmuns^",36,"sino",0
15476,"작업반","zag^bban",36,"sino",0
15477,"재담","zEdam",36,"sino",6
15478,"적화","z^ghW",36,"sino",5
15479,"조우","zou",36,"sino",24
15480,"정수장","z^GsuzaG",36,"sino",0
15481,"정치사상","z^GcisasaG",36,"sino",0
15482,"제헌","zEh^n",36,"sino",10
15483,"조각품","zogagpum",36,"sino",0
15484,"종배","zoGbE",36,"sino",5
15485,"지기","zigi",36,"sino",36
15486,"지동설","zidoGs^l",36,"sino",0
15487,"중태","zuGtE",36,"sino",5
15488,"청아","c^Ga",36,"sino",11
15489,"철모","c^lmo",36,"sino",2
15490,"총통화","coGtoGhW",36,"sino",0
15491,"축산물","cugsanmul",36,"sino",0
15492,"추도식","cudosig",36,"sino",1
15493,"청량","c^GlAG",36,"sino",5
15494,"충청북도","cuGc^Gbugdo",36,"sino",0
15495,"타악기","taaggi",36,"sino",0
15496,"특이점","txgiz^m",36,"sino",0
15497,"특허청","txgh^c^G",36,"sino",0
15498,"패하","pEha",36,"sino",4
15499,"포물선","pomuls^n",36,"sino",0
15500,"품성","pums^G",36,"sino",1
15501,"편집실","pVnzibsil",36,"sino",0
15502,"평자","pVGza",36,"sino",10
15503,"해연","hEVn",36,"sino",15
15504,"해병","hEbVG",36,"sino",4
15505,"협력자","hVblVgza",36,"sino",0
15506,"혼란기","honlangi",36,"sino",0
15507,"화순","hWsun",36,"sino",7
15508,"희연","hIVn",36,"sino",7
15509,"고발인","gobalin",36,"sino",0
15510,"공매","goGmE",36,"sino",15
15511,"귀천","g&c^n",36,"sino",2
15512,"광속","gWGsog",36,"sino",5
15513,"근육질","gxnUgzil",36,"sino",0
15514,"구백","gubEg",36,"sino",6
15515,"귀인","g&in",36,"sino",10
15516,"기우제","giuzE",36,"sino",6
15517,"난세","nansE",36,"sino",9
15518,"남북문제","nambugmunzE",36,"sino",0
15519,"대망","dEmaG",36,"sino",10
15520,"대장성","dEzaGs^G",36,"sino",0
15521,"담력","damlVg",36,"sino",0
15522,"도내","donE",36,"sino",11
15523,"맹신","mEGsin",36,"sino",4
15524,"삼투","samtu",36,"sino",7
15525,"순검","sung^m",36,"sino",2
15526,"숭앙","suGaG",36,"sino",7
15527,"수입원","suibwn",36,"sino",0
15528,"시금석","sigxms^g",36,"sino",0
15529,"시간문제","siganmunzE",36,"sino",0
15530,"실각","silgag",36,"sino",7
15531,"식후","sighu",36,"sino",5
15532,"신명","sinmVG",36,"sino",9
15533,"약혼녀","AghonnV",36,"sino",0
15534,"왜국","@gug",36,"sino",10
15535,"예후","Jhu",36,"sino",10
15536,"육조","Ugzo",36,"sino",8
15537,"원시림","wnsilim",36,"sino",0
15538,"예선전","Js^nz^n",36,"sino",1
15539,"음경","xmgVG",36,"sino",2
15540,"유지비","Uzibi",36,"sino",0
15541,"원생","wnsEG",36,"sino",5
15542,"일군","ilgun",36,"sino",6
15543,"유권","Ugwn",36,"sino",6
15544,"지명자","zimVGza",36,"sino",1
15545,"진보주의","zinbozuI",36,"sino",0
15546,"좌회전","zWh@z^n",36,"sino",0
15547,"조합주의","zohabzuI",36,"sino",0
15548,"중앙청","zuGaGc^G",36,"sino",0
15549,"집합체","zibhabcE",36,"sino",0
15550,"총아","coGa",36,"sino",9
15551,"천신만고","c^nsinmango",36,"sino",0
15552,"책동","cEgdoG",36,"sino",2
15553,"최소한도","c@sohando",36,"sino",0
15554,"추인","cuin",36,"sino",11
15555,"타관","tagWn",36,"sino",5
15556,"포병","pobVG",36,"sino",5
15557,"표독","pOdog",36,"sino",0
15558,"풍금","puGgxm",36,"sino",2
15559,"필치","pilci",36,"sino",9
15560,"해주","hEzu",36,"sino",18
15561,"합금","habgxm",36,"sino",1
15562,"혼혈","honhVl",36,"sino",2
15563,"호명","homVG",36,"sino",7
15564,"협심증","hVbsimzxG",36,"sino",0
15565,"현양","hVnAG",36,"sino",3
15566,"흉물","hUGmul",36,"sino",0
15567,"홍조","hoGzo",36,"sino",6
15568,"후견","hugVn",36,"sino",7
15569,"환대","hWndE",36,"sino",8
15570,"사조직","sazozig",36,"sino",2
15571,"낙폭","nagpog",36,"sino",1
15572,"벽보","bVgbo",36,"sino",0
15573,"묵상","mugsaG",36,"sino",9
15574,"봉황","boGhWG",36,"sino",4
15575,"변고","bVngo",36,"sino",10
15576,"복면","bogmVn",36,"sino",5
15577,"꼴깍","QolQag",36,"native",1
15578,"내로라","nElola",36,"native",0
15579,"난세","nansE",36,"native",9
15580,"다석","das^g",36,"native",13
15581,"무던","mud^n",36,"native",5
15582,"머루","m^lu",36,"native",5
15583,"망설임","maGs^lim",36,"native",0
15584,"미이라","miila",36,"native",1
15585,"성내","s^GnE",36,"native",13
15586,"소경","sogVG",36,"native",19
15587,"숭숭","suGsuG",36,"native",1
15588,"송송","soGsoG",36,"native",1
15589,"쉬리","s&li",36,"native",12
15590,"오라기","olagi",36,"native",2
15591,"응달","xGdal",36,"native",4
15592,"와당","WdaG",36,"native",6
15593,"저분","z^bun",36,"native",6
15594,"주책","zucEg",36,"native",7
15595,"찔끔","ZilQxm",36,"native",1
15596,"족두리","zogduli",36,"native",0
15597,"켜","kV",36,"native",13
15598,"터울","t^ul",36,"native",7
15599,"허우대","h^udE",36,"native",1
15600,"해주","hEzu",36,"native",18
15601,"가트","gatx",35,"foreign",9
15602,"냐짱","nAZaG",35,"foreign",0
15603,"머플러","m^pxll^",35,"foreign",0
15604,"발레리나","ballElina",35,"foreign",0
15605,"비즈니스맨","bizxnisxmEn",35,"foreign",0
15606,"시트콤","sitxkom",35,"foreign",0
15607,"스튜어디스","sxtU^disx",35,"foreign",0
15608,"실리콘밸리","sillikonbElli",35,"foreign",0
15609,"에스컬레이터","Esxk^llEit^",35,"foreign",0
15610,"콤바인","kombain",35,"foreign",0
15611,"토스카","tosxka",35,"foreign",0
15612,"테러리즘","tEl^lizxm",35,"foreign",0
15613,"팀워크","timwkx",35,"foreign",0
15614,"플랑크톤","pxllaGkxton",35,"foreign",0
15615,"피스톤","pisxton",35,"foreign",0
15616,"필립스","pillibsx",35,"foreign",0
15617,"프롤레타리아트","pxlollEtaliatx",35,"foreign",0
15618,"핫도그","hasdogx",35,"foreign",0
15619,"망간","maGgan",35,"foreign",6
15620,"스테인리스","sxtEinlisx",35,"foreign",0
15621,"스팀","sxtim",35,"foreign",3
15622,"애스턴","Esxt^n",35,"foreign",1
15623,"에스키모","Esxkimo",35,"foreign",0
15624,"코칭스태프","kociGsxtEpx",35,"foreign",0
15625,"케이블카","kEibxlka",35,"foreign",0
15626,"파시스트","pasisxtx",35,"foreign",0
15627,"헤로인","hEloin",35,"foreign",0
15628,"바그너","bagxn^",35,"foreign",0
15629,"강건","gaGg^n",35,"sino",7
15630,"강성","gaGs^G",35,"sino",9
15631,"공륜","goGlUn",35,"sino",2
15632,"공허감","goGh^gam",35,"sino",0
15633,"관현악","gWnhVnag",35,"sino",0
15634,"국민주","gugminzu",35,"sino",0
15635,"기화","gihW",35,"sino",12
15636,"김정희","gimz^GhI",35,"sino",1
15637,"난사","nansa",35,"sino",16
15638,"냉","nEG",35,"sino",28
15639,"다방면","dabaGmVn",35,"sino",0
15640,"다도","dado",35,"sino",16
15641,"대형주","dEhVGzu",35,"sino",0
15642,"도인","doin",35,"sino",18
15643,"명저","mVGz^",35,"sino",7
15644,"문왕","munWG",35,"sino",4
15645,"묵묵부답","mugmugbudab",35,"sino",0
15646,"묵비","mugbi",35,"sino",3
15647,"물리력","mullilVg",35,"sino",0
15648,"미풍","mipuG",35,"sino",2
15649,"미혼모","mihonmo",35,"sino",0
15650,"반투명","bantumVG",35,"sino",0
15651,"발한","balhan",35,"sino",5
15652,"방중","baGzuG",35,"sino",6
15653,"백반","bEgban",35,"sino",5
15654,"발안","balan",35,"sino",18
15655,"보조원","bozown",35,"sino",2
15656,"보폭","bopog",35,"sino",2
15657,"보도진","bodozin",35,"sino",0
15658,"부호","buho",35,"sino",14
15659,"부중","buzuG",35,"sino",8
15660,"불순물","bulsunmul",35,"sino",0
15661,"사재","sazE",35,"sino",35
15662,"산채","sancE",35,"sino",15
15663,"생명수","sEGmVGsu",35,"sino",0
15664,"상흔","saGhxn",35,"sino",5
15665,"서동","s^doG",35,"sino",10
15666,"선집","s^nzib",35,"sino",2
15667,"성찬","s^Gcan",35,"sino",8
15668,"소아마비","soamabi",35,"sino",0
15669,"성녀","s^GnV",35,"sino",5
15670,"성년식","s^GnVnsig",35,"sino",0
15671,"세공","sEgoG",35,"sino",10
15672,"송사","soGsa",35,"sino",12
15673,"수뇌","sun@",35,"sino",10
15674,"수덕사","sud^gsa",35,"sino",0
15675,"수탁자","sutagza",35,"sino",1
15676,"심금","simgxm",35,"sino",5
15677,"식탁보","sigtagbo",35,"sino",0
15678,"시시비비","sisibibi",35,"sino",0
15679,"십자군","sibzagun",35,"sino",0
15680,"식인","sigin",35,"sino",12
15681,"신림","sinlim",35,"sino",4
15682,"실조","silzo",35,"sino",14
15683,"심대","simdE",35,"sino",8
15684,"신비감","sinbigam",35,"sino",0
15685,"안락의자","anlagIza",35,"sino",0
15686,"엄벌","^mb^l",35,"sino",0
15687,"역자","Vgza",35,"sino",17
15688,"여차","Vca",35,"sino",20
15689,"어획","^h@g",35,"sino",4
15690,"염","Vm",35,"sino",39
15691,"우우","uu",35,"sino",50
15692,"위어","&^",35,"sino",23
15693,"유폐","UpJ",35,"sino",7
15694,"의기소침","Igisocim",35,"sino",0
15695,"이언","i^n",35,"sino",39
15696,"인간주의","inganzuI",35,"sino",0
15697,"일장기","ilzaGgi",35,"sino",0
15698,"인기인","ingiin",35,"sino",0
15699,"임면","immVn",35,"sino",5
15700,"장물","zaGmul",35,"sino",4
15701,"적격자","z^ggVgza",35,"sino",0
15702,"전지전능","z^nziz^nnxG",35,"sino",0
15703,"정침","z^Gcim",35,"sino",2
15704,"전문학교","z^nmunhaggO",35,"sino",0
15705,"점액","z^mEg",35,"sino",6
15706,"적당량","z^gdaGlAG",35,"sino",0
15707,"정읍","z^Gxb",35,"sino",2
15708,"정가","z^Gga",35,"sino",21
15709,"주효","zuhO",35,"sino",8
15710,"주조","zuzo",35,"sino",22
15711,"중흥","zuGhxG",35,"sino",4
15712,"중압감","zuGabgam",35,"sino",0
15713,"진기","zingi",35,"sino",17
15714,"집시법","zibsib^b",35,"sino",0
15715,"청일","c^Gil",35,"sino",2
15716,"총력전","coGlVgz^n",35,"sino",1
15717,"최면술","c@mVnsul",35,"sino",0
15718,"천직","c^nzig",35,"sino",5
15719,"초계함","cogJham",35,"sino",0
15720,"초가삼간","cogasamgan",35,"sino",0
15721,"청어","c^G^",35,"sino",4
15722,"출석부","culs^gbu",35,"sino",0
15723,"춘분","cunbun",35,"sino",5
15724,"특별시","txgbVlsi",35,"sino",1
15725,"패륜","pElUn",35,"sino",2
15726,"판권","pangwn",35,"sino",1
15727,"피로연","piloVn",35,"sino",1
15728,"한탄강","hantangaG",35,"sino",0
15729,"허무감","h^mugam",35,"sino",0
15730,"홍기","hoGgi",35,"sino",15
15731,"홍시","hoGsi",35,"sino",6
15732,"혹여","hogV",35,"sino",5
15733,"건축비","g^ncugbi",35,"sino",0
15734,"고유어","goU^",35,"sino",5
15735,"광섬유","gWGs^mU",35,"sino",0
15736,"관능미","gWnnxGmi",35,"sino",0
15737,"과객","gWgEg",35,"sino",4
15738,"금상첨화","gxmsaGc^mhW",35,"sino",0
15739,"남이","nami",35,"sino",18
15740,"뇌수","n@su",35,"sino",6
15741,"단안","danan",35,"sino",14
15742,"말갈","malgal",35,"sino",1
15743,"명곡","mVGgog",35,"sino",3
15744,"문병","munbVG",35,"sino",5
15745,"사칭","saciG",35,"sino",4
15746,"수문장","sumunzaG",35,"sino",0
15747,"악착","agcag",35,"sino",4
15748,"식목일","sigmogil",35,"sino",0
15749,"안온","anon",35,"sino",3
15750,"식솔","sigsol",35,"sino",1
15751,"신방","sinbaG",35,"sino",14
15752,"여노","Vno",35,"sino",26
15753,"영아","VGa",35,"sino",26
15754,"영양학","VGAGhag",35,"sino",0
15755,"유일한","Uilhan",35,"sino",0
15756,"우량주","ulAGzu",35,"sino",0
15757,"은거","xng^",35,"sino",4
15758,"적갈색","z^ggalsEg",35,"sino",0
15759,"인내력","innElVg",35,"sino",0
15760,"적재","z^gzE",35,"sino",10
15761,"전황","z^nhWG",35,"sino",7
15762,"전표","z^npO",35,"sino",4
15763,"정치군인","z^Gcigunin",35,"sino",0
15764,"중징계","zuGziGgJ",35,"sino",0
15765,"주목적","zumogz^g",35,"sino",0
15766,"종법","zoGb^b",35,"sino",3
15767,"첨탑","c^mtab",35,"sino",1
15768,"편액","pVnEg",35,"sino",2
15769,"표찰","pOcal",35,"sino",1
15770,"후견인","hugVnin",35,"sino",0
15771,"풍운","puGun",35,"sino",1
15772,"황연석","hWGVns^g",35,"sino",0
15773,"분향소","bunhAGso",35,"sino",0
15774,"문제집","munzEzib",35,"sino",1
15775,"밀입국","milibgug",35,"sino",0
15776,"백혈구","bEghVlgu",35,"sino",0
15777,"부고","bugo",35,"sino",19
15778,"부음","buxm",35,"sino",8
15779,"되새김","d@sEgim",35,"native",0
15780,"돌돌","doldol",35,"native",0
15781,"미세스","misEsx",35,"native",0
15782,"보조개","bozogE",35,"native",0
15783,"쓰임","Sxim",35,"native",0
15784,"쉿","s&s",35,"native",8
15785,"염","Vm",35,"native",39
15786,"여차","Vca",35,"native",20
15787,"엉큼","^Gkxm",35,"native",2
15788,"염적이마니","Vmz^gimani",35,"native",0
15789,"우묵","umug",35,"native",5
15790,"우스개","usxgE",35,"native",0
15791,"재갈","zEgal",35,"native",8
15792,"칡","cilg",35,"native",7
15793,"글라스","gxllasx",34,"foreign",1
15794,"내셔널리즘","nEsVn^llizxm",34,"foreign",0
15795,"니덤","nid^m",34,"foreign",0
15796,"마즈다","mazxda",34,"foreign",0
15797,"무함마드","muhammadx",34,"foreign",0
15798,"베어링","bE^liG",34,"foreign",0
15799,"산타클로스","santakxllosx",34,"foreign",0
15800,"알렌","allEn",34,"foreign",2
15801,"아제르바이잔","azElxbaizan",34,"foreign",0
15802,"앵커맨","EGk^mEn",34,"foreign",0
15803,"애덤","Ed^m",34,"foreign",1
15804,"오브제","obxzE",34,"foreign",0
15805,"펀치","p^nci",34,"foreign",2
15806,"프로필","pxlopil",34,"foreign",0
15807,"헤이그","hEigx",34,"foreign",0
15808,"호머","hom^",34,"foreign",6
15809,"곤돌라","gondolla",34,"foreign",0
15810,"네루","nElu",34,"foreign",14
15811,"메카","mEka",34,"foreign",6
15812,"스파르타","sxpalxta",34,"foreign",0
15813,"엔트로피","Entxlopi",34,"foreign",0
15814,"예멘","JmEn",34,"foreign",5
15815,"카탈로그","katallogx",34,"foreign",0
15816,"트루먼","txlum^n",34,"foreign",0
15817,"파우더","paud^",34,"foreign",0
15818,"페로","pElo",34,"foreign",13
15819,"피드백","pidxbEg",34,"foreign",0
15820,"피디","pidi",34,"foreign",9
15821,"랍스터","labsxt^",34,"foreign",0
15822,"브라우저","bxlauz^",34,"foreign",0
15823,"개봉관","gEboGgWn",34,"sino",0
15824,"개인차","gEinca",34,"sino",1
15825,"거진","g^zin",34,"sino",8
15826,"감질","gamzil",34,"sino",4
15827,"강권","gaGgwn",34,"sino",4
15828,"감상자","gamsaGza",34,"sino",0
15829,"계룡산","gJlOGsan",34,"sino",0
15830,"고창","gocaG",34,"sino",16
15831,"공학자","goGhagza",34,"sino",0
15832,"관동별곡","gWndoGbVlgog",34,"sino",0
15833,"교세","gOsE",34,"sino",13
15834,"구류","gulU",34,"sino",14
15835,"국법","gugb^b",34,"sino",2
15836,"급파","gxbpa",34,"sino",1
15837,"기린","gilin",34,"sino",9
15838,"기도문","gidomun",34,"sino",0
15839,"낙점","nagz^m",34,"sino",2
15840,"냉장","nEGzaG",34,"sino",6
15841,"다면","damVn",34,"sino",12
15842,"당첨자","daGc^mza",34,"sino",0
15843,"당락","daGlag",34,"sino",4
15844,"대보","dEbo",34,"sino",20
15845,"도당제","dodaGzE",34,"sino",0
15846,"도로망","dolomaG",34,"sino",0
15847,"동인도","doGindo",34,"sino",0
15848,"마구간","magugan",34,"sino",1
15849,"면전","mVnz^n",34,"sino",8
15850,"모슬","mosxl",34,"sino",3
15851,"무인","muin",34,"sino",18
15852,"미관","migWn",34,"sino",9
15853,"변별","bVnbVl",34,"sino",4
15854,"방청","baGc^G",34,"sino",2
15855,"배상금","bEsaGgxm",34,"sino",3
15856,"백기","bEggi",34,"sino",7
15857,"보관소","bogWnso",34,"sino",1
15858,"본보","bonbo",34,"sino",5
15859,"분필","bunpil",34,"sino",3
15860,"분뇨","bunnO",34,"sino",4
15861,"부원","buwn",34,"sino",14
15862,"불굴","bulgul",34,"sino",5
15863,"빈축","bincug",34,"sino",4
15864,"상대역","saGdEVg",34,"sino",0
15865,"서루","s^lu",34,"sino",18
15866,"상황실","saGhWGsil",34,"sino",0
15867,"서면","s^mVn",34,"sino",12
15868,"선지자","s^nziza",34,"sino",0
15869,"성과급","s^GgWgxb",34,"sino",0
15870,"서품","s^pum",34,"sino",5
15871,"세무사","sEmusa",34,"sino",1
15872,"속리산","soglisan",34,"sino",0
15873,"송이","soGi",34,"sino",16
15874,"세입","sEib",34,"sino",9
15875,"순회공연","sunh@goGVn",34,"sino",0
15876,"수출품","suculpum",34,"sino",0
